seed,kl_grad_type,kl_coeff,entropy_coeff,reward_type,final_policy_plot_path
10,rev-vanilla,0.1,0.0,bimodal-halves-binary-10,/gpfs/data/ranganathlab/Jatin/diversity/results/2025.09.01/test_191014/final_policy_distribution.png
